,aroon_down,aroon_up,aroon_bandwidth,bbands_lower,bbands_upper,bbandwidth_100,cci,macd_hist,obv,rsi,sma_100,sma_20,stoch,today_value,crudeoil_open,dollar_open,fedfund_open,gold_open,treasury_3_month,treasury_10_year,tomorrow_value
2017-08-29,76.0,40.0,-36.0,222.3547,228.5143,2.7323235795763217,-33.5056,-0.1297,37003295.0,48.7498,222.3934,225.4345,62.1212,214.027,48.48,91.99,98.64,1315.6,1.03,2.13,215.0931
2017-08-28,80.0,44.0,-36.0,222.3947,228.7043,2.7974347094540173,-18.062,-0.1872,35605869.0,47.8851,222.3059,225.5495,60.3071,213.8652,49.36,92.15,98.615,1294.1,0.98,2.16,214.027
2017-08-25,84.0,48.0,-36.0,222.4851,228.8099,2.8029559379120133,-15.2165,-0.2443,34804915.0,47.49800000000001,222.2145,225.6475,55.7092,213.789,49.05,93.05,98.59,1288.1,1.03,2.17,213.8652
2017-08-24,88.0,52.0,-36.0,222.5959,228.9161,2.7995712184836727,-47.5221,-0.306,33584113.0,45.1824,222.1305,225.756,45.0805,213.3226,49.05,92.9,98.605,1292.5,1.02,2.19,213.789
2017-08-23,92.0,56.0,-36.0,222.7901,229.0139,2.7550884896990784,-42.3303,-0.3289,34929571.0,47.2354,222.0502,225.902,28.5392,213.8176,48.88,93.275,98.605,1286.9,1.0,2.17,213.3226
2017-08-22,96.0,60.0,-36.0,222.9243,229.1467,2.752841920848726,-37.8672,-0.3919,36392840.0,50.3831,221.9674,226.0355,23.3412,214.5505,48.38,92.82,98.59,1293.2,1.0,2.22,213.8176
2017-08-21,100.0,64.0,-36.0,222.9884,229.2656,2.7759621805445582,-141.7092,-0.5403,34937284.0,39.3718,221.8821,226.127,31.3754,212.3993,49.3,93.175,98.595,1285.5,1.0,2.18,214.5505
2017-08-18,100.0,68.0,-32.0,223.4754,229.1336,2.500259605973365,-171.7389,-0.5054,33655732.0,37.8414,221.8136,226.3045,52.3348,212.1423,48.15,93.44,98.595,1290.7,1.02,2.19,212.3993
2017-08-17,100.0,72.0,-28.0,224.1466,228.8524,2.0776204803984033,-158.844,-0.3858,36346868.0,39.238,221.7446,226.4995,57.7486,212.5325,47.95,93.195,98.575,1286.0,1.0,2.19,212.1423
2017-08-16,0.0,76.0,76.0,224.8471,228.5169,1.618919896595222,30.5782,-0.2118,39743054.0,55.6603,221.6556,226.682,46.7851,215.8926,48.71,93.54,98.56,1273.8,1.02,2.23,212.5325
2017-08-15,0.0,80.0,80.0,224.8488,228.5202,1.6196078690867601,-8.6443,-0.2849,38211676.0,53.8304,221.5348,226.6845,28.2549,215.55,48.65,93.2,98.585,1284.2,1.04,2.27,215.8926
2017-08-14,4.0,84.0,80.0,224.7591,228.5319,1.664626034931211,-39.9677,-0.3506,36901974.0,53.7319,221.4183,226.6455,21.4971,215.5309,49.71,92.815,98.62,1292.9,1.02,2.22,215.55
2017-08-11,8.0,88.0,80.0,224.6489,228.5491,1.7211902965149946,-249.2016,-0.4348,34700095.0,40.8392,221.3042,226.599,33.9891,213.4368,49.0,93.1,98.585,1289.5,1.03,2.19,215.5309
2017-08-10,0.0,92.0,92.0,224.9522,228.3698,1.5078024009423734,-346.0562,-0.3208,33115641.0,38.6754,221.2177,226.661,51.8815,213.1513,50.38,93.25,98.565,1280.2,1.05,2.2,213.4368
2017-08-09,4.0,96.0,92.0,225.1367,228.2373,1.367789065980852,-60.2233,-0.0951,36158929.0,59.7954,221.1617,226.687,68.7547,216.1211,50.25,93.39,98.55,1262.7,1.06,2.24,213.1513
2017-08-08,8.0,100.0,92.0,224.6254,228.4506,1.6885467338812892,127.1809,-0.0594,37695517.0,61.0861,221.0768,226.538,72.5805,216.2448,50.44,93.07,98.55,1259.8,1.06,2.29,216.1211
2017-08-07,12.0,72.0,60.0,223.6967,228.9013,2.299877595570462,149.1749,-0.0258,38760599.0,65.6401,220.995,226.299,72.0911,216.6732,49.84,93.15,98.545,1261.4,1.02,2.26,216.2448
2017-08-04,0.0,76.0,76.0,223.0556,229.0364,2.6458331490050644,95.7532,-0.0311,37912102.0,63.5663,220.9124,226.046,67.8185,216.321,49.93,92.49,98.575,1272.0,1.08,2.27,216.6732
2017-08-03,4.0,80.0,76.0,222.4605,229.1395,2.9579273693534107,36.8549,-0.0147,36872268.0,61.3412,220.8154,225.8,63.2509,215.9593,50.05,92.63,98.56,1269.0,1.08,2.24,216.321
2017-08-02,8.0,84.0,76.0,221.5927,229.4133,3.46806916094242,61.8764,0.0359,38138662.0,65.2354,220.7296,225.503,58.529,216.34,49.73,92.74,98.56,1271.7,1.08,2.27,215.9593
2017-08-01,12.0,88.0,76.0,221.3131,229.2589,3.5269834787780954,66.8613,0.0573,36248929.0,64.5564,220.6385,225.286,58.9953,216.2163,50.44,92.6,98.555,1272.4,1.08,2.26,216.34
2017-07-31,16.0,92.0,76.0,221.0094,229.1026,3.5960827527370944,50.2456,0.0846,34574428.0,61.8411,220.5411,225.056,64.9219,215.7308,49.99,92.955,98.56,1273.0,1.07,2.3,216.2163
2017-07-28,20.0,96.0,76.0,220.6487,229.0053,3.7169023293465706,45.5754,0.1577,37594689.0,62.9832,220.4465,224.827,72.9177,215.8546,49.85,93.5,98.555,1261.9,1.08,2.3,215.7308
2017-07-27,24.0,100.0,76.0,220.2819,228.8641,3.8215635895677575,64.7784,0.233,39958819.0,65.22,220.3552,224.573,77.2384,216.102,49.33,93.105,98.55,1263.7,1.11,2.32,215.8546
2017-07-26,28.0,96.0,68.0,220.2466,228.5584,3.703969429930596,91.609,0.2928,41793274.0,67.5328,220.2679,224.4025,79.9849,216.359,49.33,93.72,98.515,1252.9,1.13,2.29,216.102
2017-07-25,32.0,100.0,68.0,220.0243,228.2167,3.655355043380678,97.9296,0.3229,40219075.0,67.2532,220.1847,224.1205,83.7573,216.2924,48.36,93.665,98.545,1259.5,1.18,2.33,216.359
2017-07-24,36.0,92.0,56.0,220.0847,227.7773,3.4352546096788736,85.3737,0.3386,38869571.0,65.1007,220.101,223.931,88.5168,215.7784,47.8,93.52,98.55,1258.1,1.17,2.26,216.2924
2017-07-21,40.0,96.0,56.0,220.1285,227.4015,3.2502848971018685,98.0577,0.379,40147733.0,65.6947,220.0356,223.765,92.3443,215.8546,48.29,93.9,98.545,1247.0,1.16,2.24,215.7784
2017-07-20,44.0,100.0,56.0,220.2572,226.9958,3.0133280268662217,128.2726,0.3936,42609513.0,66.8272,219.9386,223.6265,92.682,216.0069,48.74,94.395,98.535,1244.0,1.15,2.27,215.8546
2017-07-19,48.0,100.0,52.0,220.4629,226.5101,2.705845766970266,142.474,0.3591,40911405.0,66.5933,219.8464,223.4865,92.4823,215.9402,47.95,94.285,98.535,1245.8,1.11,2.27,216.0069
2017-07-18,52.0,92.0,40.0,220.727,225.982,2.352762088966193,119.707,0.274,39656096.0,62.4082,219.7517,223.3545,92.283,214.8075,47.94,94.515,98.53,1237.2,1.07,2.27,215.9402
2017-07-17,56.0,96.0,40.0,220.7232,225.9888,2.357492075431153,163.8071,0.2305,36509645.0,61.7729,219.6663,223.356,90.6331,214.6457,48.26,94.635,98.52,1230.6,1.07,2.31,214.8075
2017-07-14,60.0,100.0,40.0,220.8171,225.7319,2.201236594416284,182.3201,0.1543,35333469.0,61.6667,219.5814,223.2745,85.1843,214.6171,47.68,95.32,98.515,1220.6,1.04,2.33,214.6457
2017-07-13,64.0,32.0,-32.0,220.9322,225.4508,2.0245394649885826,150.9171,0.0187,33691059.0,57.9831,219.4978,223.1915,75.3913,213.6462,47.0,95.205,98.515,1221.6,1.05,2.35,214.6171
2017-07-12,68.0,36.0,-32.0,220.9424,225.4216,2.006971888413949,117.2542,-0.0987,32205135.0,56.5383,219.4117,223.182,62.1038,213.2845,47.71,95.235,98.48,1220.0,1.05,2.33,213.6462
2017-07-11,72.0,40.0,-32.0,220.9224,225.4846,2.0439643643580814,-61.8387,-0.2426,30713028.0,49.444,219.3261,223.2035,52.7737,211.6949,46.69,95.665,98.45,1216.0,1.05,2.37,213.2845
2017-07-10,76.0,44.0,-32.0,221.0017,225.5063,2.017701810493882,-34.7141,-0.2856,32351949.0,50.2189,219.2589,223.254,47.8508,211.8567,46.59,95.575,98.435,1216.0,1.04,2.38,211.6949
2017-07-07,80.0,48.0,-32.0,221.0683,225.5327,1.9992789984796326,-76.188,-0.3523,30551716.0,49.2191,219.1791,223.3005,51.7647,211.6378,47.44,95.43,98.43,1228.5,1.05,2.39,211.8567
2017-07-06,84.0,52.0,-32.0,221.176,225.567,1.9657834593938885,-148.4859,-0.4115,28403606.0,42.7168,219.0927,223.3715,50.4961,210.3052,47.66,95.83,98.44,1230.2,1.04,2.37,211.6378
2017-07-05,88.0,56.0,-32.0,221.6159,225.4011,1.693537382247209,-63.4886,-0.336,30945436.0,51.4572,219.009,223.5085,49.407,212.2089,48.66,95.68,98.46,1225.5,1.05,2.33,210.3052
2017-07-03,92.0,60.0,-32.0,221.6499,225.4041,1.679528647545933,-59.4773,-0.3996,28901617.0,49.5895,218.8968,223.527,41.0308,211.8377,48.14,95.205,98.54,1245.7,1.06,2.35,212.2089
2017-06-30,96.0,64.0,-32.0,221.767,225.427,1.6368734822023536,-121.4577,-0.4377,27139157.0,47.2204,218.7765,223.597,36.6776,211.3713,47.1,95.16,98.57,1250.1,1.03,2.31,211.8377
2017-06-29,0.0,68.0,68.0,222.0003,225.3977,1.5187372317265504,-165.542,-0.4231,24156844.0,45.4219,218.6584,223.699,26.8597,211.0191,46.97,95.5,98.575,1253.9,1.04,2.27,211.3713
2017-06-28,0.0,72.0,72.0,222.3468,225.2222,1.2848968538929124,-53.5239,-0.3394,28769887.0,54.4008,218.5435,223.7845,25.5192,212.8562,45.99,95.925,98.59,1247.3,1.02,2.22,211.0191
2017-06-27,0.0,76.0,76.0,221.9789,225.3951,1.5272233075681658,-188.6108,-0.3884,25894120.0,43.9529,218.4137,223.687,27.1522,210.9905,45.6,96.93,98.62,1245.2,1.0,2.21,212.8562
2017-06-26,0.0,80.0,80.0,221.996,225.384,1.5145960928069993,-27.1307,-0.2501,29370831.0,54.4794,218.288,223.69,37.1784,212.6848,45.44,96.735,98.625,1258.1,0.99,2.14,210.9905
2017-06-23,0.0,84.0,84.0,221.756,225.473,1.6622356779189242,-88.1774,-0.2066,28049144.0,54.0778,218.1436,223.6145,49.8635,212.6182,45.13,97.04,98.625,1250.9,0.97,2.15,212.6848
2017-06-22,4.0,88.0,84.0,221.5432,225.5408,1.7882992905136292,35.4138,-0.1306,29306656.0,58.3825,217.9996,223.542,61.0045,212.2581,44.82,97.01,98.63,1246.4,0.96,2.15,212.6182
2017-06-21,8.0,92.0,84.0,221.0923,225.6807,2.05401848365949,38.0656,-0.0813,30651052.0,59.2867,217.8494,223.3865,69.5572,212.3813,45.66,97.195,98.62,1243.9,0.99,2.16,212.2581
2017-06-20,12.0,96.0,84.0,220.5822,225.8138,2.343927812973228,108.7664,-0.0281,32073070.0,59.883,217.7106,223.198,68.9817,212.4666,46.47,97.0,98.6,1245.4,1.01,2.16,212.3813
2017-06-19,16.0,100.0,84.0,220.0534,225.9136,2.628086831536859,217.7323,0.0307,33439067.0,70.7479,217.5739,222.9835,70.3888,213.86900000000003,46.74,96.705,98.615,1255.8,1.02,2.19,212.4666
2017-06-16,20.0,80.0,60.0,219.4288,225.8392,2.87934457450345,31.1823,-0.0484,32005666.0,63.0507,217.424,222.634,69.3482,212.1349,46.85,97.19,98.605,1255.6,1.03,2.16,213.86900000000003
2017-06-15,24.0,84.0,60.0,218.4217,226.1953,3.4967623820051936,18.0535,-0.0035,30402054.0,62.7523,217.275,222.3085,67.7315,212.0781,46.46,96.625,98.595,1262.7,1.02,2.16,212.1349
2017-06-14,28.0,88.0,60.0,217.3948,226.4982,4.10161908387832,85.9696,0.055,32573130.0,66.4919,217.1134,221.9465,60.38800000000001,212.5045,47.68,96.725,98.57,1268.4,1.01,2.15,212.0781
2017-06-13,32.0,92.0,60.0,217.2926,226.2224,4.026831110559959,96.24,0.0784,34459166.0,68.514,216.9521,221.7575,57.6918,212.7319,47.97,96.91,98.575,1267.7,1.0,2.21,212.5045
2017-06-12,36.0,96.0,60.0,217.2482,225.8688,3.89089111904982,34.1754,0.0653,32288493.0,63.8818,216.7817,221.5585,60.2931,211.6991,47.92,97.02,98.58,1269.7,0.98,2.21,212.7319
2017-06-09,40.0,100.0,60.0,217.0392,225.6778,3.9025381903111906,62.9006,0.1309,34101142.0,64.6106,216.6292,221.3585,68.9506,211.7843,47.4,97.03,98.595,1283.5,1.01,2.21,211.6991
2017-06-08,44.0,84.0,40.0,216.9147,225.4273,3.848877113183913,86.4062,0.1966,36218800.0,66.6503,216.4714,221.171,76.703,212.0307,47.6,96.455,98.59,1289.5,1.01,2.19,211.7843
2017-06-07,48.0,88.0,40.0,216.8897,225.0963,3.7135112876878495,84.4,0.2402,35102710.0,66.3468,216.3184,220.993,85.2231,211.9549,48.75,96.315,98.605,1297.0,1.0,2.18,212.0307
2017-06-06,52.0,92.0,40.0,216.8575,224.7395,3.569770627970754,89.5336,0.2802,33773817.0,64.9778,216.1621,220.7985,88.4537,211.6043,48.51,96.535,98.595,1282.5,0.97,2.14,211.9549
2017-06-05,56.0,96.0,40.0,216.8588,224.4142,3.424365415513748,126.1443,0.3415,35223257.0,69.5201,216.0141,220.6365,87.7625,212.2108,48.71,96.47,98.595,1282.6,0.96,2.18,211.6043
2017-06-02,60.0,100.0,40.0,216.9793,223.9047,3.141597336260783,149.3867,0.3298,37054488.0,70.5941,215.8538,220.442,83.0638,212.3529,48.43,96.96,98.585,1268.0,0.98,2.15,212.2108
2017-06-01,64.0,100.0,36.0,217.1316,223.2604,2.783338480263044,134.2773,0.2537,35196897.0,68.4843,215.6923,220.196,82.8133,211.6896,49.4,96.74,98.585,1271.6,0.98,2.21,212.3529
2017-05-31,68.0,88.0,20.0,217.2478,222.7022,2.4795544948289545,83.8813,0.1691,33083997.0,62.2722,215.5444,219.975,86.5311,210.0503,50.37,97.135,98.58,1265.7,0.98,2.21,211.6896
2017-05-30,72.0,92.0,20.0,217.2205,222.4825,2.3934337495991618,106.6845,0.1838,35410166.0,62.6033,215.4057,219.8515,91.8676,210.0976,50.56,97.41,98.565,1271.2,0.93,2.21,210.0503
2017-05-26,0.0,96.0,96.0,217.2198,222.2242,2.2776053376539465,139.4787,0.175,36921984.0,63.9293,215.2681,219.722,93.2503,210.2966,49.5,96.99,98.595,1255.1,0.94,2.25,210.0976
2017-05-25,0.0,100.0,100.0,217.226,221.885,2.1220147069875233,159.0689,0.1139,35725912.0,63.8955,215.1162,219.5555,87.5144,210.2872,52.0,96.75,98.59,1258.4,0.94,2.25,210.2966
2017-05-24,0.0,100.0,100.0,217.3412,221.4798,1.8862360734787191,102.1625,-0.0026,34160892.0,60.3397,214.9501,219.4105,73.2697,209.3112,52.18,97.145,98.58,1251.1,0.93,2.26,210.2872
2017-05-23,0.0,80.0,80.0,217.3425,221.2745,1.7929081636142639,76.2827,-0.0935,32706444.0,58.3812,214.8014,219.3085,52.1436,208.8089,51.73,96.615,98.61,1260.4,0.92,2.29,209.3112
2017-05-22,0.0,84.0,84.0,217.3321,221.1499,1.741371367581796,39.0177,-0.1867,31447467.0,56.7731,214.6584,219.241,38.8663,208.4015,51.87,96.875,98.6,1257.5,0.93,2.25,208.8089
2017-05-19,0.0,88.0,88.0,217.136,221.123,1.819472047350993,-50.269,-0.2865,29582464.0,51.874,214.5361,219.1295,40.6172,207.2454,51.01,97.56,98.61,1246.8,0.92,2.23,208.4015
2017-05-18,4.0,92.0,88.0,216.3928,221.5352,2.3485139109625366,-187.0713,-0.3085,27145972.0,45.5308,214.4209,218.96400000000003,55.1134,205.9662,50.52,97.24,98.655,1261.4,0.93,2.23,207.2454
2017-05-17,8.0,96.0,88.0,216.1046,221.6904,2.5517879372765817,-226.3315,-0.1926,24251139.0,41.3288,214.3174,218.8975,64.4829,205.2176,49.82,97.775,98.62,1237.2,0.9,2.22,205.9662
2017-05-16,12.0,100.0,88.0,215.4771,222.0889,3.0220812403157415,131.9654,0.0758,27758854.0,64.0306,214.2374,218.783,66.2399,208.9226,50.42,98.575,98.585,1230.8,0.9,2.33,205.2176
2017-05-15,16.0,100.0,84.0,214.8527,222.1403,3.3353394676802592,149.8175,0.0855,30211399.0,64.3664,214.124,218.4965,66.6249,208.9606,49.66,98.805,98.57,1228.3,0.9,2.34,208.9226
2017-05-12,20.0,88.0,68.0,214.4715,222.0035,3.4512858697519952,13.6353,0.0761,28770361.0,58.7974,214.0022,218.2375,72.5748,207.9087,49.54,99.35,98.515,1225.0,0.88,2.33,208.9606
2017-05-11,24.0,92.0,68.0,213.686,222.195,3.9042766259598314,37.9529,0.1544,29826861.0,61.5327,213.8868,217.9405,80.3843,208.2309,49.42,99.385,98.5,1219.2,0.89,2.39,207.9087
2017-05-10,28.0,96.0,68.0,213.3322,222.0638,4.010877454087766,104.6027,0.2188,31682601.0,65.264,213.7716,217.698,85.3965,208.6573,48.65,99.16,98.49,1222.1,0.9,2.41,208.2309
2017-05-09,32.0,100.0,68.0,213.1948,221.7602,3.9385223758779695,88.4427,0.2448,30615301.0,63.3855,213.6442,217.4775,83.0749,208.2688,48.63,98.835,98.495,1226.6,0.91,2.42,208.6573
2017-05-08,36.0,100.0,64.0,213.1036,221.4784,3.854186321568769,87.1531,0.2959,32252490.0,65.6364,213.5382,217.291,74.0117,208.5341,49.1,98.265,98.52,1223.1,0.91,2.39,208.2688
2017-05-05,40.0,100.0,60.0,213.0583,221.1077,3.70798266100984,80.9058,0.3134,30027462.0,65.5959,213.4152,217.083,62.7504,208.5247,46.37,98.48,98.52,1228.5,0.9,2.36,208.5341
2017-05-04,44.0,76.0,32.0,213.082,220.688,3.5069276344606566,56.5903,0.3063,28297666.0,61.9278,213.2946,216.885,54.9738,207.6908,49.1,99.075,98.54,1238.5,0.86,2.36,208.5247
2017-05-03,48.0,80.0,32.0,213.01,220.396,3.408351522590825,57.9166,0.3504,26858549.0,61.0515,213.1702,216.703,55.799,207.5013,49.7,98.6,98.565,1257.8,0.85,2.33,207.6908
2017-05-02,0.0,84.0,84.0,213.0179,220.1101,3.274874863781603,77.1738,0.4043,28513114.0,62.5215,213.0424,216.564,61.7558,207.7097,49.82,98.78,98.535,1257.4,0.82,2.29,207.5013
2017-05-01,4.0,88.0,84.0,213.0712,219.7448,3.0838046652619098,90.6532,0.4278,25940102.0,62.2529,212.8866,216.408,72.8468,207.6434,50.52,98.685,98.56,1269.6,0.83,2.33,207.7097
2017-04-28,8.0,92.0,84.0,213.1745,219.3635,2.8617138840980414,97.4769,0.4319,24433449.0,60.2507,212.7244,216.269,81.8829,207.1412,50.73,98.93,98.585,1265.2,0.8,2.29,207.6434
2017-04-27,12.0,96.0,84.0,213.2616,219.1034,2.702253882714839,130.1608,0.4531,25691080.0,62.6979,212.5559,216.1825,85.4979,207.5392,50.18,98.69,98.575,1270.2,0.81,2.3,207.1412
2017-04-26,16.0,100.0,84.0,213.4289,218.6631,2.422724790090993,187.4691,0.4047,24536902.0,62.1196,212.3818,216.046,83.4517,207.3781,50.89,98.555,98.55,1263.8,0.83,2.32,207.5392
2017-04-25,20.0,100.0,80.0,213.6228,218.1812,2.1113282878342847,230.0684,0.311,27361362.0,62.9729,212.2173,215.902,73.7652,207.5297,51.34,98.795,98.565,1276.2,0.82,2.35,207.3781
2017-04-24,24.0,0.0,-24.0,213.7965,217.5445,1.7378361899286134,201.3405,0.1205,25615855.0,58.6555,212.0558,215.6705,65.7165,206.2884,51.68,99.0,98.555,1280.9,0.81,2.28,207.5297
2017-04-21,28.0,0.0,-28.0,213.8556,217.1884,1.5463850558179637,3.0994,-0.0573,23249505.0,48.9516,211.9042,215.522,55.3631,204.1089,52.29,99.545,98.65,1281.8,0.79,2.24,206.2884
2017-04-20,32.0,0.0,-32.0,213.7966,217.1874,1.5735154901341974,22.1471,-0.0991,25843860.0,52.0595,211.7852,215.492,47.3497,204.7059,52.55,99.585,98.67,1279.4,0.79,2.24,204.1089
2017-04-19,36.0,4.0,-32.0,213.753,217.13,1.5674788747757558,-86.1754,-0.2187,23109531.0,42.6714,211.6518,215.4415,36.8642,203.0476,54.04,99.285,98.675,1289.7,0.81,2.21,204.7059
2017-04-18,40.0,8.0,-32.0,213.904,217.109,1.4871941217550342,-106.8396,-0.2106,25141915.0,44.8624,211.5341,215.5065,28.2297,203.493,54.22,100.14,98.645,1284.8,0.82,2.18,203.0476
2017-04-17,44.0,12.0,-32.0,213.705,217.6662,1.836562107066949,-107.9045,-0.2262,27838055.0,47.7183,211.408,215.6856,27.075,204.0521,54.52,100.28,98.68,1290.5,0.83,2.26,203.493
2017-04-13,48.0,16.0,-32.0,213.5126,218.1806,2.1626469909648827,-166.6755,-0.2913,26091152.0,35.6647,211.2612,215.8466,30.4048,202.2801,54.67,99.875,98.645,1286.1,0.81,2.24,204.0521
2017-04-12,52.0,20.0,-32.0,213.6735,218.5728,2.2669025199064845,-75.2683,-0.1803,27897975.0,42.6463,211.1367,216.1231,35.2652,203.6351,54.76,100.465,98.6,1274.0,0.81,2.28,202.2801
2017-04-11,56.0,24.0,-32.0,213.588,219.1053,2.5502134075599088,-48.1459,-0.1347,29900716.0,48.0865,210.9884,216.3466,36.0241,204.4785,54.35,100.72,98.57,1255.0,0.82,2.32,203.6351
2017-04-10,60.0,28.0,-32.0,213.6402,219.23,2.5826679683655733,49.6203,-0.1429,31688032.0,49.8789,210.8346,216.4351,38.1661,204.7343,53.87,101.01,98.53,1254.0,0.82,2.37,204.4785
2017-04-07,64.0,32.0,-32.0,213.6439,219.4503,2.6813566194144354,26.642,-0.1736,30376147.0,48.8963,210.662,216.5471,42.8071,204.5922,53.74,100.505,98.59,1251.8,0.82,2.38,204.7343
2017-04-06,68.0,0.0,-68.0,213.6898,219.6305,2.7419446404760364,8.9814,-0.1954,32212092.0,50.0504,210.4906,216.6601,54.5085,204.7722,52.49,100.165,98.585,1256.5,0.79,2.34,204.5922
2017-04-05,72.0,0.0,-72.0,213.7498,219.7015,2.7461914974511625,11.5466,-0.2365,30576635.0,46.6007,210.321,216.7256,67.1807,204.2416,52.91,100.26,98.54,1256.4,0.8,2.34,204.7722
2017-04-04,76.0,4.0,-72.0,213.877,219.7383,2.7034568898876237,-20.5414,-0.2291,32888432.0,50.4109,210.1524,216.8076,80.5351,204.867,51.81,100.16,98.555,1254.8,0.79,2.36,204.2416
2017-04-03,80.0,8.0,-72.0,213.9415,219.8178,2.7094756722162963,-33.0536,-0.2702,30406834.0,49.7168,209.9562,216.8796,87.9904,204.7533,52.14,100.165,98.54,1248.5,0.79,2.35,204.867
2017-03-31,84.0,12.0,-72.0,214.0142,219.9671,2.743390727524602,-1.5857,-0.3067,33250708.0,51.2146,209.7522,216.9906,84.296,205.0091,51.73,100.17,98.515,1242.8,0.76,2.4,204.7533
2017-03-30,88.0,16.0,-72.0,214.04,220.2043,2.8390937633709314,-3.9831,-0.3734,34582110.0,54.1309,209.5035,217.1221,68.5405,205.5019,51.01,99.775,98.54,1254.0,0.78,2.42,205.0091
2017-03-29,92.0,20.0,-72.0,214.0513,220.392,2.9190006886976243,-32.236,-0.5092,32087268.0,51.2561,209.2522,217.2216,44.3082,204.9523,50.23,99.38,98.555,1250.8,0.78,2.39,205.5019
2017-03-28,96.0,24.0,-72.0,214.0318,220.7975,3.111888530025127,-61.9418,-0.6333,30338595.0,49.6391,209.0142,217.4146,26.6243,204.6491,50.07,98.93,98.575,1253.5,0.78,2.42,204.9523
2017-03-27,100.0,28.0,-72.0,214.1473,220.792,3.0554615449699636,-146.4076,-0.7568,27281348.0,40.538,208.7922,217.4696,16.3597,203.1424,49.59,99.155,98.575,1245.5,0.78,2.38,204.6491
2017-03-24,100.0,32.0,-68.0,214.6312,220.641,2.761398499605527,-146.3878,-0.7419,29364212.0,42.0929,208.5997,217.6361,17.7632,203.4741,49.67,99.49,98.545,1245.0,0.78,2.4,203.1424
2017-03-23,96.0,36.0,-60.0,215.0707,220.4676,2.4782671187050944,-170.7804,-0.7077,32011854.0,42.3949,208.4037,217.7691,24.268,203.5404,50.02,99.445,98.545,1248.6,0.76,2.41,203.4741
2017-03-22,0.0,40.0,40.0,215.5307,220.2406,2.161638951816919,-251.7199,-0.6198,34448567.0,43.3015,208.2132,217.8856,39.6412,203.7489,50.01,99.42,98.545,1244.5,0.77,2.4,203.5404
2017-03-21,0.0,44.0,44.0,215.9808,219.9894,1.8389330279913634,-155.6488,-0.4713,37048879.0,45.6068,208.0257,217.9851,55.4414,203.3357,50.82,99.85,98.5,1234.2,0.77,2.43,203.7489
2017-03-20,0.0,48.0,48.0,216.3324,219.7908,1.5859738716032457,0.1125,-0.2756,40517555.0,60.2467,207.837,218.0616,66.6095,205.9321,50.39,99.93,98.505,1229.0,0.76,2.47,203.3357
2017-03-17,0.0,52.0,52.0,215.9621,219.9119,1.8123586173986106,50.5642,-0.2459,41553488.0,61.767,207.6264,217.937,72.0974,206.1465,50.67,99.92,98.48,1226.2,0.73,2.5,205.9321
2017-03-16,0.0,56.0,56.0,215.5691,219.9999,2.0344882211544,83.446,-0.2273,43142057.0,64.7017,207.4055,217.7845,72.6089,206.5615,50.96,100.17,98.505,1219.5,0.73,2.53,206.1465
2017-03-15,4.0,60.0,56.0,215.2973,219.9397,2.133274514804569,91.5391,-0.2506,44852967.0,67.1947,207.1797,217.6185,71.7629,206.9105,50.61,101.3,98.44,1198.7,0.73,2.51,206.5615
2017-03-14,8.0,64.0,56.0,214.8536,219.9054,2.323954190712549,-48.7932,-0.3324,41494118.0,60.2349,206.9534,217.3795,59.78100000000001,205.2033,50.59,101.07,98.44,1203.5,0.78,2.6,206.9105
2017-03-13,12.0,68.0,56.0,214.1978,220.1752,2.752196844647337,28.8234,-0.2797,42922519.0,65.5113,206.7398,217.1865,40.7244,205.9012,50.02,100.965,98.46,1205.0,0.79,2.62,205.2033
2017-03-10,0.0,72.0,72.0,213.3477,220.4523,3.2755186721991723,18.7803,-0.2777,41534351.0,65.0113,206.5073,216.9,23.917,205.7786,51.62,101.79,98.45,1200.2,0.75,2.58,205.9012
2017-03-09,4.0,76.0,72.0,212.4246,220.7304,3.8350244138934126,-30.031,-0.2691,39714416.0,62.0227,206.2819,216.5775,22.3898,205.0618,52.2,102.045,98.46,1207.7,0.73,2.6,205.7786
2017-03-08,0.0,80.0,80.0,211.3369,221.1291,4.528540972007039,0.3675,-0.1877,38078182.0,61.0887,206.0636,216.233,34.7038,204.8449,54.25,101.66,98.49,1215.6,0.73,2.57,205.0618
2017-03-07,4.0,84.0,80.0,210.3664,221.4066,5.113890863949344,29.5639,-0.0517,39862540.0,64.0124,205.8539,215.8865,51.9712,205.2787,54.65,101.625,98.5,1225.7,0.76,2.52,204.8449
2017-03-06,8.0,88.0,80.0,209.5337,221.4953,5.550252999218139,62.9863,0.0889,41605694.0,68.3721,205.6371,215.5145,62.7319,205.9012,54.57,101.355,98.515,1233.9,0.74,2.49,205.2787
2017-03-03,12.0,92.0,80.0,208.936,221.327,5.759733000513635,98.4142,0.2046,43136685.0,73.1376,205.4378,215.1315,70.8366,206.5426,54.4,101.995,98.475,1234.8,0.71,2.49,205.9012
2017-03-02,16.0,96.0,80.0,208.1761,221.0979,6.020304048230277,120.7055,0.2692,41370818.0,72.8273,205.2226,214.637,74.1976,206.4294,54.95,101.735,98.51,1249.9,0.67,2.49,206.5426
2017-03-01,0.0,100.0,100.0,207.544,220.74400000000003,6.164076509264802,158.5999,0.329,43027920.0,82.3212,205.0159,214.144,81.7704,207.6462,55.13,101.38,98.585,1248.5,0.63,2.46,206.4294
